  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029070 ***** 190101211300 070  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   29 ****  992.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101212000 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  995.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101220600 200  36 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   29 ****  987.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101221300 230  45 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   31 ****  973.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101222000 250  62 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  966.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101230600 250  36 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   32 ****  962.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101231300 290  45 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   34 ****  986.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101232000 290  45 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   32 ****  998.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101240600 230  36 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1002.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101241300 250  36 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   35 **** 1003.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101242000 230  22 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   33 **** 1001.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101250600 180  31 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   33 ****  992.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101251300 200  36 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   33 ****  988.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101252000 200  36 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   32 ****  986.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101260600 230  36 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   31 ****  972.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101261300 230  26 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   30 ****  975.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101262000 230  45 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  980.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101270600 160   9 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   22 ****  981.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101271300 110  14 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   27 ****  980.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101272000 070  14 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   27 ****  978.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101280600 070  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 ****  980.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101281300 070  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 ****  979.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101282000 050  36 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   25 ****  977.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101290600 050  22 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   27 ****  973.5 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101291300 050  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   29 ****  973.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101292000 050  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   30 ****  977.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101300600 090  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 ****  982.3 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101301300 140  14 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   26 ****  986.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101302000 090  18 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   24 ****  989.5 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101310600 ***   0 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   18 ****  992.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101311300 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   21 ****  992.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190101312000 360   9 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   20 ****  992.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102010600 230  26 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   18 ****  996.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102011300 230  31 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   20 ****  997.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102012000 230  22 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   17 **** 1000.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102020600 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   22 ****  997.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102021300 230  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  997.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102022000 230  45 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   26 ****  996.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102030600 230   9 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   24 ****  996.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102031300 230   9 *** *** OVC * * *  0.0 70 ** ** ** ** ** ** ** *   26 ****  995.5 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102032000 180   5 *** *** BKN * * *  0.0 70 ** ** ** ** ** ** ** *   18 ****  995.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102040600 180   9 *** *** OVC * * *  0.0 70 ** ** ** ** ** ** ** *   21 ****  999.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102041300 230   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   21 **** ****** ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102042000 ***   0 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   17 **** 1001.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102050600 200  31 *** *** OVC * * *  0.0 70 ** ** ** ** ** ** ** *   27 **** 1001.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102051300 200  26 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   26 **** 1001.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102052000 200  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1001.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102060600 ***   0 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    3 **** 1005.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102061300 270   9 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    9 **** 1000.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102062000 230  26 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   10 ****  999.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102070600 360  22 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   12 ****  999.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102071300 360  14 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   10 ****  999.1 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102072000 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   10 ****  999.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102080600 320  22 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   10 **** 1005.5 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102081300 320  14 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   11 **** 1007.1 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102082000 250  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   11 **** 1007.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102090600 250  62 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   12 ****  988.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102091300 320  62 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   13 ****  991.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102092000 340  26 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    8 ****  995.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102100600 320  22 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   13 ****  993.5 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102101300 320  22 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   11 ****  993.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102102000 320  31 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   -1 ****  996.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102110600 ***   0 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *    5 **** 1001.1 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102111300 320  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    9 **** 1002.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102112000 290  26 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   10 **** 1002.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102120600 360  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    9 **** 1009.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102121300 360  14 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    9 **** 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102122000 360   9 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    9 **** 1015.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102130600 340  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   10 **** 1017.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102131300 320  14 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   11 **** 1017.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102132000 020   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   14 **** 1018.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102140600 ***   0 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   -1 **** 1028.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102141300 ***   0 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    0 **** 1030.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102142000 ***   0 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   -6 **** 1031.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102150600 180  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *  -13 **** 1027.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102151300 180  22 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   -4 **** 1019.5 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102152000 200  36 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *    0 **** 1009.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102160600 160  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   13 **** 1008.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102161300 090  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   11 **** 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102162000 050  26 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *    8 **** 1018.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102170600 360   5 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    4 **** 1024.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102171300 ***   0 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   10 **** 1027.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102172000 ***   0 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   10 **** 1027.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102180600 230  26 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   15 **** 1026.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102181300 200  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   15 **** 1029.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102182000 200  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   16 **** 1031.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102190600 180  26 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *    6 **** 1029.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102191300 200  26 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   18 **** 1028.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102192000 200  31 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   17 **** 1026.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102200600 200  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   16 **** 1020.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102201300 230  31 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   21 **** 1017.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102202000 200  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   19 **** 1014.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102210600 230  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   20 **** 1008.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102211300 200  26 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   24 **** 1004.6 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102212000 360  36 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   16 **** 1003.1 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102220600 360  36 *** *** CLR * * *  0.0 70 ** ** ** ** ** ** ** *    4 **** 1008.4 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102221300 360  14 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *    7 **** 1007.9 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102222000 050   9 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *    1 **** 1002.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102230600 050  36 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *    4 ****  992.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102231300 050  36 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *    6 ****  992.0 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102232000 050  36 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *    4 ****  988.7 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102240600 050  45 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *    1 ****  984.2 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102241300 050  62 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *    4 ****  984.3 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102242000 360  45 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *    2 ****  987.8 ***** ****** *** *** ***** ***** ***** ***** **
029070 ***** 190102250600 270   5 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   -1 ****  984.2 ***** ****** *** *** ***** ***** ***** ***** **
